"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0000209~protein polyubiquitination"	0.00220173058590579	1	239	117	2
"GO:0007166~cell surface receptor signaling pathway"	0.00220173058590579	1	239	234	4
"GO:0006935~chemotaxis"	0.00089794962110795	1	239	118	2
"GO:0006631~fatty acid metabolic process"	0.00089794962110795	1	239	59	1
"GO:0043161~proteasomal ubiquitin-dependent protein catabolic process"	0.00089794962110795	1	239	59	1
"GO:0006338~chromatin remodeling"	-0.00410343965369061	1	239	61	1
"GO:0001570~vasculogenesis"	-0.00410343965369061	1	239	61	1
"GO:0008217~regulation of blood pressure"	-0.00410343965369061	1	239	61	1
"GO:0006968~cellular defense response"	-0.00648313293766732	1	239	62	1
"GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"	-0.00648313293766732	1	239	62	1
"GO:0001843~neural tube closure"	-0.0110194232602480	1	239	64	1
"GO:0043547~positive regulation of GTPase activity"	-0.0110194232602480	1	239	64	1
"GO:0015031~protein transport"	-0.0113326192513393	1	239	449	7
"GO:0044281~small molecule metabolic process"	-0.0130496205653490	1	239	1039	16
"GO:0009725~response to hormone stimulus"	-0.0131828847987095	1	239	65	1
"GO:0006987~activation of signaling protein activity involved in unfolded protein response"	-0.0131828847987095	1	239	65	1
"GO:0000122~negative regulation of transcription from RNA polymerase II promoter"	-0.0158685611912825	1	239	464	7
"GO:0034641~cellular nitrogen compound metabolic process"	-0.0159660313004490	1	239	199	3
"GO:0045666~positive regulation of neuron differentiation"	-0.0173160650512928	1	239	67	1
"GO:0009790~embryo development"	-0.0192914820837774	1	239	136	2
"GO:0030168~platelet activation"	-0.0192914820837774	1	239	204	3
"GO:0050821~protein stabilization"	-0.0192914820837774	1	239	68	1
"GO:0043627~response to estrogen stimulus"	-0.0192914820837774	1	239	68	1
"GO:0006368~transcription elongation from RNA polymerase II promoter"	-0.0212096406515522	1	239	69	1
"GO:0009058~biosynthetic process"	-0.0212096406515522	1	239	69	1
"GO:0006916~anti-apoptosis"	-0.0248838598799662	1	239	213	3
"GO:0090090~negative regulation of canonical Wnt receptor signaling pathway"	-0.0248838598799662	1	239	71	1
"GO:0055086~nucleobase-containing small molecule metabolic process"	-0.0266444232602480	1	239	72	1
"GO:0006665~sphingolipid metabolic process"	-0.0266444232602480	1	239	72	1
"GO:0030097~hemopoiesis"	-0.0266444232602480	1	239	72	1
"GO:0048011~nerve growth factor receptor signaling pathway"	-0.0272204601266075	1	239	217	3
"GO:0001558~regulation of cell growth"	-0.0283567520273713	1	239	73	1
"GO:0009636~response to toxin"	-0.0283567520273713	1	239	73	1
"GO:0006508~proteolysis"	-0.0297482607320313	1	239	443	6
"GO:0042981~regulation of apoptotic process"	-0.0321753967115754	1	239	226	3
"GO:0008380~RNA splicing"	-0.0327016919827149	1	239	227	3
"GO:0031175~neuron projection development"	-0.0332233706286691	1	239	76	1
"GO:0044419~interspecies interaction between organisms"	-0.0339973644367185	1	239	306	4
"GO:0006874~cellular calcium ion homeostasis"	-0.0347613063771311	1	239	77	1
"GO:0030900~forebrain development"	-0.0347613063771311	1	239	77	1
"GO:0046777~protein autophosphorylation"	-0.0355153910021835	1	239	155	2
"GO:0055114~oxidation-reduction process"	-0.0362598078756325	1	239	468	6
"GO:0032496~response to lipopolysaccharide"	-0.0362598078756325	1	239	156	2
"GO:0050796~regulation of insulin secretion"	-0.0377203726273366	1	239	79	1
"GO:0007283~spermatogenesis"	-0.038079754490532	1	239	317	4
"GO:0043434~response to peptide hormone stimulus"	-0.039144423260248	1	239	80	1
"GO:0007565~female pregnancy"	-0.039144423260248	1	239	80	1
"GO:0030968~endoplasmic reticulum unfolded protein response"	-0.0405333121491369	1	239	81	1
"GO:0001889~liver development"	-0.0405333121491369	1	239	81	1
"GO:0000902~cell morphogenesis"	-0.0418883256992724	1	239	82	1
"GO:0000165~MAPK cascade"	-0.043210688320489	1	239	83	1
"GO:0000216~M/G1 transition of mitotic cell cycle"	-0.0445015661173908	1	239	84	1
"GO:0007154~cell communication"	-0.0457620703190715	1	239	85	1
"GO:0006457~protein folding"	-0.0463812653655112	1	239	171	2
"GO:0042742~defense response to bacterium"	-0.0505208277546301	1	239	89	1
"GO:0007218~neuropeptide signaling pathway"	-0.051644423260248	1	239	90	1
"GO:0045893~positive regulation of transcription, DNA-dependent"	-0.0520134269502849	1	239	542	6
"GO:0007165~signal transduction"	-0.053747396429211	1	239	1379	15
"GO:0007389~pattern specification process"	-0.0538183363037263	1	239	92	1
"GO:0006486~protein glycosylation"	-0.0538183363037263	1	239	92	1
"GO:0016192~vesicle-mediated transport"	-0.0548702297118609	1	239	186	2
"GO:0045944~positive regulation of transcription from RNA polymerase II promoter"	-0.0566217988258588	1	239	663	7
"GO:0007243~intracellular protein kinase cascade"	-0.0569075811549849	1	239	95	1
"GO:0008284~positive regulation of cell proliferation"	-0.0586211674462944	1	239	387	4
"GO:0001764~neuron migration"	-0.0588609181056088	1	239	97	1
"GO:0045471~response to ethanol"	-0.0607353323511571	1	239	99	1
"GO:0051092~positive regulation of NF-kappaB transcription factor activity"	-0.061644423260248	1	239	100	1
"GO:0006936~muscle contraction"	-0.061644423260248	1	239	100	1
"GO:0006952~defense response"	-0.0625355123691588	1	239	101	1
"GO:0008360~regulation of cell shape"	-0.0634091291426008	1	239	102	1
"GO:0006357~regulation of transcription from RNA polymerase II promoter"	-0.0636965405240916	1	239	307	3
"GO:0001934~positive regulation of protein phosphorylation"	-0.0659301375459622	1	239	105	1
"GO:0016311~dephosphorylation"	-0.0659301375459622	1	239	105	1
"GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	-0.0667387628828894	1	239	106	1
"GO:0006913~nucleocytoplasmic transport"	-0.0667387628828894	1	239	106	1
"GO:0007411~axon guidance"	-0.067269423260248	1	239	320	3
"GO:0030324~lung development"	-0.0683110899269146	1	239	108	1
"GO:0050900~leukocyte migration"	-0.0683110899269146	1	239	108	1
"GO:0006366~transcription from RNA polymerase II promoter"	-0.0685675001833249	1	239	325	3
"GO:0006816~calcium ion transport"	-0.0698262414420661	1	239	110	1
"GO:0042590~antigen processing and presentation of exogenous peptide antigen via MHC class I"	-0.0698262414420661	1	239	110	1
"GO:0009653~anatomical structure morphogenesis"	-0.070563342179167	1	239	111	1
"GO:0007155~cell adhesion"	-0.0718218068522657	1	239	451	4
"GO:0006810~transport"	-0.0733835536950305	1	239	575	5
"GO:0006897~endocytosis"	-0.0733835536950305	1	239	115	1
"GO:0009952~anterior/posterior pattern specification"	-0.074721346337171	1	239	117	1
"GO:0008543~fibroblast growth factor receptor signaling pathway"	-0.07537323681957	1	239	118	1
"GO:0030308~negative regulation of cell growth"	-0.0760141711594076	1	239	119	1
"GO:0060333~interferon-gamma-mediated signaling pathway"	-0.0778739314569693	1	239	122	1
"GO:0006355~regulation of transcription, DNA-dependent"	-0.0784279026094344	1	239	1598	13
"GO:0007267~cell-cell signaling"	-0.0793552666337419	1	239	249	2
"GO:0007268~synaptic transmission"	-0.079644423260248	1	239	375	3
"GO:0007010~cytoskeleton organization"	-0.0802158518316765	1	239	126	1
"GO:0007417~central nervous system development"	-0.0818769813997828	1	239	129	1
"GO:0002474~antigen processing and presentation of peptide antigen via MHC class I"	-0.0834626050784297	1	239	132	1
"GO:0019882~antigen processing and presentation"	-0.0834626050784297	1	239	132	1
"GO:0007173~epidermal growth factor receptor signaling pathway"	-0.0839752503279172	1	239	133	1
"GO:0006470~protein dephosphorylation"	-0.0839752503279172	1	239	133	1
"GO:0014070~response to organic cyclic compound"	-0.0844802441557704	1	239	134	1
"GO:0006805~xenobiotic metabolic process"	-0.0844802441557704	1	239	134	1
"GO:0051260~protein homooligomerization"	-0.0844802441557704	1	239	134	1
"GO:0030154~cell differentiation"	-0.0876633806062195	1	239	422	3
"GO:0008286~insulin receptor signaling pathway"	-0.0878146360262055	1	239	141	1
"GO:0005975~carbohydrate metabolic process"	-0.0882641415701071	1	239	284	2
"GO:0006464~cellular protein modification process"	-0.0900005876438097	1	239	146	1
"GO:0008219~cell death"	-0.0904199334643296	1	239	147	1
"GO:0042127~regulation of cell proliferation"	-0.0904199334643296	1	239	147	1
"GO:0006954~inflammatory response"	-0.0912417386964895	1	239	298	2
"GO:0006886~intracellular protein transport"	-0.091443754363927	1	239	299	2
"GO:0008152~metabolic process"	-0.095394423260248	1	239	480	3
"GO:0016055~Wnt receptor signaling pathway"	-0.0967663744797602	1	239	164	1
"GO:0006511~ubiquitin-dependent protein catabolic process"	-0.0967663744797602	1	239	164	1
"GO:0007601~visual perception"	-0.100508059623884	1	239	176	1
"GO:0007275~multicellular organismal development"	-0.100701027033833	1	239	530	3
"GO:0006351~transcription, DNA-dependent"	-0.102664831423513	1	239	1470	8
"GO:0001666~response to hypoxia"	-0.104276002207616	1	239	190	1
"GO:0006397~mRNA processing"	-0.104524004412080	1	239	191	1
"GO:0006629~lipid metabolic process"	-0.107741984235858	1	239	205	1
"GO:0055085~transmembrane transport"	-0.108305739472126	1	239	623	3
"GO:0006184~GTP catabolic process"	-0.113017813818188	1	239	233	1
"GO:0008150~biological_process"	-0.115207176296685	1	239	494	2
"GO:0007186~G-protein coupled receptor signaling pathway"	-0.119991433811245	1	239	853	3
"GO:0002063~chondrocyte development"	-0.151644423260248	1	239	13	0
"GO:0048598~embryonic morphogenesis"	-0.151644423260248	1	239	15	0
"GO:0001649~osteoblast differentiation"	-0.151644423260248	1	239	51	0
"GO:0045880~positive regulation of smoothened signaling pathway"	-0.151644423260248	1	239	17	0
"GO:0048557~embryonic digestive tract morphogenesis"	-0.151644423260248	1	239	18	0
"GO:0030326~embryonic limb morphogenesis"	-0.151644423260248	1	239	60	0
"GO:0050772~positive regulation of axonogenesis"	-0.151644423260248	1	239	19	0
"GO:0017148~negative regulation of translation"	-0.151644423260248	1	239	26	0
"GO:0007274~neuromuscular synaptic transmission"	-0.151644423260248	1	239	15	0
"GO:0006941~striated muscle contraction"	-0.151644423260248	1	239	16	0
"GO:0072593~reactive oxygen species metabolic process"	-0.151644423260248	1	239	27	0
"GO:0021549~cerebellum development"	-0.151644423260248	1	239	31	0
"GO:0009060~aerobic respiration"	-0.151644423260248	1	239	18	0
"GO:0046688~response to copper ion"	-0.151644423260248	1	239	19	0
"GO:0022900~electron transport chain"	-0.151644423260248	1	239	36	0
"GO:0009409~response to cold"	-0.151644423260248	1	239	32	0
"GO:0055093~response to hyperoxia"	-0.151644423260248	1	239	24	0
"GO:0051925~regulation of calcium ion transport via voltage-gated calcium channel activity"	-0.151644423260248	1	239	36	0
"GO:0051899~membrane depolarization"	-0.151644423260248	1	239	24	0
"GO:0050877~neurological system process"	-0.151644423260248	1	239	13	0
"GO:0048536~spleen development"	-0.151644423260248	1	239	26	0
"GO:0007214~gamma-aminobutyric acid signaling pathway"	-0.151644423260248	1	239	21	0
"GO:0035249~synaptic transmission, glutamatergic"	-0.151644423260248	1	239	24	0
"GO:0007528~neuromuscular junction development"	-0.151644423260248	1	239	26	0
"GO:0050852~T cell receptor signaling pathway"	-0.151644423260248	1	239	119	0
"GO:0042391~regulation of membrane potential"	-0.151644423260248	1	239	46	0
"GO:0007628~adult walking behavior"	-0.151644423260248	1	239	30	0
"GO:0006821~chloride transport"	-0.151644423260248	1	239	57	0
"GO:0016197~endosome transport"	-0.151644423260248	1	239	51	0
"GO:0016044~cellular membrane organization"	-0.151644423260248	1	239	94	0
"GO:0042059~negative regulation of epidermal growth factor receptor signaling pathway"	-0.151644423260248	1	239	35	0
"GO:0030866~cortical actin cytoskeleton organization"	-0.151644423260248	1	239	17	0
"GO:0006361~transcription initiation from RNA polymerase I promoter"	-0.151644423260248	1	239	26	0
"GO:0006360~transcription from RNA polymerase I promoter"	-0.151644423260248	1	239	26	0
"GO:0006362~transcription elongation from RNA polymerase I promoter"	-0.151644423260248	1	239	21	0
"GO:0006363~termination of RNA polymerase I transcription"	-0.151644423260248	1	239	23	0
"GO:0032465~regulation of cytokinesis"	-0.151644423260248	1	239	11	0
"GO:0030099~myeloid cell differentiation"	-0.151644423260248	1	239	22	0
"GO:0001501~skeletal system development"	-0.151644423260248	1	239	141	0
"GO:0045785~positive regulation of cell adhesion"	-0.151644423260248	1	239	34	0
"GO:0030336~negative regulation of cell migration"	-0.151644423260248	1	239	68	0
"GO:0045668~negative regulation of osteoblast differentiation"	-0.151644423260248	1	239	37	0
"GO:0001707~mesoderm formation"	-0.151644423260248	1	239	30	0
"GO:0001702~gastrulation with mouth forming second"	-0.151644423260248	1	239	22	0
"GO:0030514~negative regulation of BMP signaling pathway"	-0.151644423260248	1	239	30	0
"GO:0009953~dorsal/ventral pattern formation"	-0.151644423260248	1	239	48	0
"GO:0051603~proteolysis involved in cellular protein catabolic process"	-0.151644423260248	1	239	33	0
"GO:0006521~regulation of cellular amino acid metabolic process"	-0.151644423260248	1	239	56	0
"GO:0016266~O-glycan processing"	-0.151644423260248	1	239	51	0
"GO:0006493~protein O-linked glycosylation"	-0.151644423260248	1	239	21	0
"GO:0030282~bone mineralization"	-0.151644423260248	1	239	29	0
"GO:0042476~odontogenesis"	-0.151644423260248	1	239	34	0
"GO:0030317~sperm motility"	-0.151644423260248	1	239	32	0
"GO:0000381~regulation of alternative nuclear mRNA splicing, via spliceosome"	-0.151644423260248	1	239	16	0
"GO:0006813~potassium ion transport"	-0.151644423260248	1	239	99	0
"GO:0009791~post-embryonic development"	-0.151644423260248	1	239	76	0
"GO:0031668~cellular response to extracellular stimulus"	-0.151644423260248	1	239	19	0
"GO:0043524~negative regulation of neuron apoptotic process"	-0.151644423260248	1	239	86	0
"GO:0010035~response to inorganic substance"	-0.151644423260248	1	239	21	0
"GO:0008344~adult locomotory behavior"	-0.151644423260248	1	239	43	0
"GO:0071542~dopaminergic neuron differentiation"	-0.151644423260248	1	239	11	0
"GO:0042551~neuron maturation"	-0.151644423260248	1	239	10	0
"GO:0030522~intracellular receptor mediated signaling pathway"	-0.151644423260248	1	239	43	0
"GO:0043401~steroid hormone mediated signaling pathway"	-0.151644423260248	1	239	56	0
"GO:0021953~central nervous system neuron differentiation"	-0.151644423260248	1	239	12	0
"GO:0042417~dopamine metabolic process"	-0.151644423260248	1	239	14	0
"GO:0030182~neuron differentiation"	-0.151644423260248	1	239	114	0
"GO:0048535~lymph node development"	-0.151644423260248	1	239	13	0
"GO:0001525~angiogenesis"	-0.151644423260248	1	239	192	0
"GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway"	-0.151644423260248	1	239	85	0
"GO:0048546~digestive tract morphogenesis"	-0.151644423260248	1	239	18	0
"GO:0032314~regulation of Rac GTPase activity"	-0.151644423260248	1	239	14	0
"GO:0001655~urogenital system development"	-0.151644423260248	1	239	16	0
"GO:0051965~positive regulation of synapse assembly"	-0.151644423260248	1	239	20	0
"GO:0060021~palate development"	-0.151644423260248	1	239	63	0
"GO:0048013~ephrin receptor signaling pathway"	-0.151644423260248	1	239	30	0
"GO:0034446~substrate adhesion-dependent cell spreading"	-0.151644423260248	1	239	24	0
"GO:0050770~regulation of axonogenesis"	-0.151644423260248	1	239	28	0
"GO:0007413~axonal fasciculation"	-0.151644423260248	1	239	13	0
"GO:0006094~gluconeogenesis"	-0.151644423260248	1	239	43	0
"GO:0031424~keratinization"	-0.151644423260248	1	239	33	0
"GO:0030216~keratinocyte differentiation"	-0.151644423260248	1	239	50	0
"GO:0016337~cell-cell adhesion"	-0.151644423260248	1	239	98	0
"GO:0006024~glycosaminoglycan biosynthetic process"	-0.151644423260248	1	239	12	0
"GO:0018149~peptide cross-linking"	-0.151644423260248	1	239	21	0
"GO:0042060~wound healing"	-0.151644423260248	1	239	77	0
"GO:0007015~actin filament organization"	-0.151644423260248	1	239	37	0
"GO:0001763~morphogenesis of a branching structure"	-0.151644423260248	1	239	11	0
"GO:0030155~regulation of cell adhesion"	-0.151644423260248	1	239	41	0
"GO:0050830~defense response to Gram-positive bacterium"	-0.151644423260248	1	239	40	0
"GO:0016045~detection of bacterium"	-0.151644423260248	1	239	14	0
"GO:0032689~negative regulation of interferon-gamma production"	-0.151644423260248	1	239	23	0
"GO:0010043~response to zinc ion"	-0.151644423260248	1	239	29	0
