"Annotation (pathway/process)"	"XD-score"	"Fisher q-value"	"Gene set size"	"Pathway size"	"Overlap size"
"GO:0051091~positive regulation of sequence-specific DNA binding transcription factor activity"	0.0787139897144305	1	255	77	2
"GO:0006461~protein complex assembly"	0.0777063766378518	1	255	116	3
"GO:0006635~fatty acid beta-oxidation"	0.0757169867174274	1	255	39	1
"GO:0000086~G2/M transition of mitotic cell cycle"	0.0757169867174274	1	255	117	3
"GO:0007612~learning"	0.0757169867174274	1	255	39	1
"GO:0008543~fibroblast growth factor receptor signaling pathway"	0.0737613152702307	1	255	118	3
"GO:0016070~RNA metabolic process"	0.0723845790528898	1	255	277	7
"GO:0030308~negative regulation of cell growth"	0.0718385122507177	1	255	119	3
"GO:0050830~defense response to Gram-positive bacterium"	0.0699477559481967	1	255	40	1
"GO:0008645~hexose transport"	0.0699477559481967	1	255	40	1
"GO:0007224~smoothened signaling pathway"	0.0699477559481967	1	255	40	1
"GO:0042157~lipoprotein metabolic process"	0.0699477559481967	1	255	40	1
"GO:0043066~negative regulation of apoptotic process"	0.0692468213687575	1	255	321	8
"GO:0008544~epidermis development"	0.064459951070148	1	255	82	2
"GO:0006200~ATP catabolic process"	0.0618152258277148	1	255	83	2
"GO:0000165~MAPK cascade"	0.0618152258277148	1	255	83	2
"GO:0016032~viral reproduction"	0.0611639721644129	1	255	333	8
"GO:0007010~cytoskeleton organization"	0.059233470233911	1	255	126	3
"GO:0007420~brain development"	0.059233470233911	1	255	210	5
"GO:0045768~positive regulation of anti-apoptosis"	0.059233470233911	1	255	42	1
"GO:0001947~heart looping"	0.059233470233911	1	255	42	1
"GO:0007049~cell cycle"	0.0583864911260623	1	255	253	6
"GO:0031145~anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process"	0.0567124618305496	1	255	85	2
"GO:0007154~cell communication"	0.0567124618305496	1	255	85	2
"GO:0006954~inflammatory response"	0.056357151921351	1	255	298	7
"GO:0006120~mitochondrial electron transport, NADH to ubiquinone"	0.054250081529592	1	255	43	1
"GO:0043524~negative regulation of neuron apoptotic process"	0.054250081529592	1	255	86	2
"GO:0008344~adult locomotory behavior"	0.054250081529592	1	255	43	1
"GO:0030522~intracellular receptor mediated signaling pathway"	0.054250081529592	1	255	43	1
"GO:0006094~gluconeogenesis"	0.054250081529592	1	255	43	1
"GO:0008629~induction of apoptosis by intracellular signals"	0.054250081529592	1	255	43	1
"GO:0008283~cell proliferation"	0.0524405513372458	1	255	347	8
"GO:0001503~ossification"	0.0518443076723346	1	255	87	2
"GO:0002474~antigen processing and presentation of peptide antigen via MHC class I"	0.0494932104936513	1	255	132	3
"GO:0006364~rRNA processing"	0.0494932104936513	1	255	88	2
"GO:0006369~termination of RNA polymerase II transcription"	0.0494932104936513	1	255	44	1
"GO:0007623~circadian rhythm"	0.0494932104936513	1	255	44	1
"GO:0021987~cerebral cortex development"	0.0494932104936513	1	255	44	1
"GO:0007188~adenylate cyclase-modulating G-protein coupled receptor signaling pathway"	0.0494932104936513	1	255	44	1
"GO:0031398~positive regulation of protein ubiquitination"	0.0494932104936513	1	255	44	1
"GO:0051781~positive regulation of cell division"	0.0449477559481967	1	255	45	1
"GO:0051726~regulation of cell cycle"	0.0449477559481967	1	255	90	2
"GO:0001756~somitogenesis"	0.0405999298612401	1	255	46	1
"GO:0008015~blood circulation"	0.0405999298612401	1	255	46	1
"GO:0016310~phosphorylation"	0.0405999298612401	1	255	46	1
"GO:0006767~water-soluble vitamin metabolic process"	0.0405999298612401	1	255	46	1
"GO:0042102~positive regulation of T cell proliferation"	0.0405999298612401	1	255	46	1
"GO:0007517~muscle organ development"	0.0384961430449709	1	255	93	2
"GO:0042542~response to hydrogen peroxide"	0.0364371176503244	1	255	47	1
"GO:0045165~cell fate commitment"	0.0364371176503244	1	255	47	1
"GO:0050729~positive regulation of inflammatory response"	0.0364371176503244	1	255	47	1
"GO:0044281~small molecule metabolic process"	0.0355156096536827	1	255	1039	22
"GO:0030036~actin cytoskeleton organization"	0.0350886010186192	1	255	142	3
"GO:0001666~response to hypoxia"	0.0344214401587231	1	255	190	4
"GO:0006397~mRNA processing"	0.0334294313408669	1	255	191	4
"GO:0006986~response to unfolded protein"	0.0324477559481966	1	255	48	1
"GO:0006898~receptor-mediated endocytosis"	0.0324477559481966	1	255	48	1
"GO:0044255~cellular lipid metabolic process"	0.0311546524999208	1	255	145	3
"GO:0006468~protein phosphorylation"	0.0286212253359518	1	255	588	12
"GO:0000724~double-strand break repair via homologous recombination"	0.0286212253359518	1	255	49	1
"GO:0032088~negative regulation of NF-kappaB transcription factor activity"	0.0286212253359518	1	255	49	1
"GO:0006281~DNA repair"	0.0279986034058238	1	255	295	6
"GO:0007165~signal transduction"	0.0276888726994658	1	255	1379	28
"GO:0022904~respiratory electron transport chain"	0.0267659377663785	1	255	99	2
"GO:0016266~O-glycan processing"	0.0214183441834907	1	255	51	1
"GO:0045444~fat cell differentiation"	0.0214183441834907	1	255	51	1
"GO:0035264~multicellular organism growth"	0.0214183441834907	1	255	51	1
"GO:0000187~activation of MAPK activity"	0.0214183441834907	1	255	102	2
"GO:0006914~autophagy"	0.0214183441834907	1	255	51	1
"GO:0006357~regulation of transcription from RNA polymerase II promoter"	0.0208435214205094	1	255	307	6
"GO:0006917~induction of apoptosis"	0.0205575120457577	1	255	205	4
"GO:0009615~response to virus"	0.0202724312728721	1	255	154	3
"GO:0046777~protein autophosphorylation"	0.0191413043352935	1	255	155	3
"GO:0007596~blood coagulation"	0.01839529342143	1	255	467	9
"GO:0007269~neurotransmitter secretion"	0.0180246790251197	1	255	52	1
"GO:0006950~response to stress"	0.0147590767029136	1	255	159	3
"GO:0000723~telomere maintenance"	0.0147590767029136	1	255	53	1
"GO:0008152~metabolic process"	0.0136977559481967	1	255	480	9
"GO:0006112~energy reserve metabolic process"	0.0131720550136172	1	255	107	2
"GO:0006334~nucleosome assembly"	0.0131720550136172	1	255	107	2
"GO:0030324~lung development"	0.0116144226148634	1	255	108	2
"GO:0050900~leukocyte migration"	0.0116144226148634	1	255	108	2
"GO:0006766~vitamin metabolic process"	0.0116144226148634	1	255	54	1
"GO:0032526~response to retinoic acid"	0.0116144226148634	1	255	54	1
"GO:0051056~regulation of small GTPase mediated signal transduction"	0.00958190228966012	1	255	164	3
"GO:0010467~gene expression"	0.00858411958456039	1	255	660	12
"GO:0042590~antigen processing and presentation of exogenous peptide antigen via MHC class I"	0.00858411958456039	1	255	110	2
"GO:0006633~fatty acid biosynthetic process"	0.00858411958456039	1	255	55	1
"GO:0051090~regulation of sequence-specific DNA binding transcription factor activity"	0.00858411958456039	1	255	55	1
"GO:0008284~positive regulation of cell proliferation"	0.0077384536226153	1	255	387	7
"GO:0006508~proteolysis"	0.00747597265248568	1	255	443	8
"GO:0006521~regulation of cellular amino acid metabolic process"	0.00566204166248235	1	255	56	1
"GO:0009408~response to heat"	0.00566204166248235	1	255	56	1
"GO:0006887~exocytosis"	0.00566204166248235	1	255	56	1
"GO:0051897~positive regulation of protein kinase B signaling cascade"	0.00566204166248235	1	255	56	1
"GO:0006955~immune response"	0.00388815329919006	1	255	453	8
"GO:0051591~response to cAMP"	0.00284249279030189	1	255	57	1
"GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity"	0.00284249279030189	1	255	57	1
"GO:0006520~cellular amino acid metabolic process"	0.00284249279030189	1	255	57	1
"GO:0015758~glucose transport"	0.000120169741300060	1	255	58	1
"GO:0008033~tRNA processing"	0.000120169741300060	1	255	58	1
"GO:0018108~peptidyl-tyrosine phosphorylation"	0.000120169741300060	1	255	58	1
"GO:0000209~protein polyubiquitination"	-0.00120609020564951	1	255	117	2
"GO:0007202~activation of phospholipase C activity"	-0.00250987117044736	1	255	59	1
"GO:0001568~blood vessel development"	-0.00250987117044736	1	255	59	1
"GO:0006417~regulation of translation"	-0.00250987117044736	1	255	59	1
"GO:0018105~peptidyl-serine phosphorylation"	-0.00250987117044736	1	255	59	1
"GO:0050679~positive regulation of epithelial cell proliferation"	-0.00250987117044736	1	255	59	1
"GO:0050731~positive regulation of peptidyl-tyrosine phosphorylation"	-0.00505224405180333	1	255	60	1
"GO:0007507~heart development"	-0.00588097333357125	1	255	181	3
"GO:0035556~intracellular signal transduction"	-0.00604562153524696	1	255	302	5
"GO:0006338~chromatin remodeling"	-0.00751126044524592	1	255	61	1
"GO:0032869~cellular response to insulin stimulus"	-0.00751126044524592	1	255	61	1
"GO:0006302~double-strand break repair"	-0.00751126044524592	1	255	61	1
"GO:0016192~vesicle-mediated transport"	-0.00989095372922263	1	255	186	3
"GO:0051607~defense response to virus"	-0.00989095372922263	1	255	62	1
"GO:0008202~steroid metabolic process"	-0.00989095372922263	1	255	62	1
"GO:0007267~cell-cell signaling"	-0.0104739307987912	1	255	249	4
"GO:0045892~negative regulation of transcription, DNA-dependent"	-0.0105568312077666	1	255	436	7
"GO:0055085~transmembrane transport"	-0.0105899647580633	1	255	623	10
"GO:0006879~cellular iron ion homeostasis"	-0.0121951011946605	1	255	63	1
"GO:0001843~neural tube closure"	-0.0144272440518033	1	255	64	1
"GO:0006139~nucleobase-containing compound metabolic process"	-0.0144272440518033	1	255	64	1
"GO:0007155~cell adhesion"	-0.0153626653378343	1	255	451	7
"GO:0007050~cell cycle arrest"	-0.0155173603308731	1	255	129	2
"GO:0034097~response to cytokine stimulus"	-0.0165907055902648	1	255	65	1
"GO:0006987~activation of signaling protein activity involved in unfolded protein response"	-0.0165907055902648	1	255	65	1
"GO:0019882~antigen processing and presentation"	-0.0186886076881669	1	255	132	2
"GO:0034641~cellular nitrogen compound metabolic process"	-0.0193738520920043	1	255	199	3
"GO:0007173~epidermal growth factor receptor signaling pathway"	-0.0197138981871417	1	255	133	2
"GO:0045666~positive regulation of neuron differentiation"	-0.0207238858428481	1	255	67	1
"GO:0043410~positive regulation of MAPK cascade"	-0.0207238858428481	1	255	67	1
"GO:0051260~protein homooligomerization"	-0.0207238858428481	1	255	134	2
"GO:0000075~cell cycle checkpoint"	-0.0217189107184699	1	255	135	2
"GO:0009790~embryo development"	-0.0226993028753327	1	255	136	2
"GO:0030336~negative regulation of cell migration"	-0.0226993028753327	1	255	68	1
"GO:0016042~lipid catabolic process"	-0.0246174614431075	1	255	69	1
"GO:0009058~biosynthetic process"	-0.0246174614431075	1	255	69	1
"GO:0007179~transforming growth factor beta receptor signaling pathway"	-0.0264808154803746	1	255	70	1
"GO:0051216~cartilage development"	-0.0264808154803746	1	255	70	1
"GO:0030154~cell differentiation"	-0.0270901587437464	1	255	422	6
"GO:0008286~insulin receptor signaling pathway"	-0.0273926695837183	1	255	141	2
"GO:0007229~integrin-mediated signaling pathway"	-0.0282916806715215	1	255	71	1
"GO:0001701~in utero embryonic development"	-0.029470848702966	1	255	215	3
"GO:0051436~negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	-0.0300522440518033	1	255	72	1
"GO:0055086~nucleobase-containing small molecule metabolic process"	-0.0300522440518033	1	255	72	1
"GO:0007265~Ras protein signal transduction"	-0.0300522440518033	1	255	72	1
"GO:0006355~regulation of transcription, DNA-dependent"	-0.0311473629504265	1	255	1598	22
"GO:0006977~DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	-0.0317645728189266	1	255	73	1
"GO:0006464~cellular protein modification process"	-0.0317645728189266	1	255	146	2
"GO:0001558~regulation of cell growth"	-0.0317645728189266	1	255	73	1
"GO:0007160~cell-matrix adhesion"	-0.0334306224301817	1	255	74	1
"GO:0010629~negative regulation of gene expression"	-0.0334306224301817	1	255	74	1
"GO:0015031~protein transport"	-0.0347849834727387	1	255	449	6
"GO:0008380~RNA splicing"	-0.0361095127742703	1	255	227	3
"GO:0008285~negative regulation of cell proliferation"	-0.0363187348169747	1	255	379	5
"GO:0051437~positive regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	-0.0366311914202245	1	255	76	1
"GO:0006874~cellular calcium ion homeostasis"	-0.0381691271686865	1	255	77	1
"GO:0030900~forebrain development"	-0.0381691271686865	1	255	77	1
"GO:0060070~canonical Wnt receptor signaling pathway"	-0.0381691271686865	1	255	77	1
"GO:0000122~negative regulation of transcription from RNA polymerase II promoter"	-0.0386729337069758	1	255	464	6
"GO:0007166~cell surface receptor signaling pathway"	-0.0396676286671878	1	255	234	3
"GO:0002576~platelet degranulation"	-0.0396676286671878	1	255	78	1
"GO:0009611~response to wounding"	-0.0396676286671878	1	255	78	1
"GO:0050796~regulation of insulin secretion"	-0.0411281934188919	1	255	79	1
"GO:0007283~spermatogenesis"	-0.0414875752820873	1	255	317	4
"GO:0051439~regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"	-0.0425522440518033	1	255	80	1
"GO:0048015~phosphatidylinositol-mediated signaling"	-0.0425522440518033	1	255	80	1
"GO:0043434~response to peptide hormone stimulus"	-0.0425522440518033	1	255	80	1
"GO:0006919~activation of cysteine-type endopeptidase activity involved in apoptotic process"	-0.0425522440518033	1	255	80	1
"GO:0007565~female pregnancy"	-0.0425522440518033	1	255	80	1
"GO:0030968~endoplasmic reticulum unfolded protein response"	-0.0439411329406922	1	255	81	1
"GO:0007264~small GTPase mediated signal transduction"	-0.0442830132825726	1	255	325	4
"GO:0006366~transcription from RNA polymerase II promoter"	-0.0442830132825726	1	255	325	4
"GO:0008150~biological_process"	-0.0457405031611151	1	255	494	6
"GO:0045944~positive regulation of transcription from RNA polymerase II promoter"	-0.0464549589839299	1	255	663	8
"GO:0070374~positive regulation of ERK1 and ERK2 cascade"	-0.0466185091120443	1	255	83	1
"GO:0000398~nuclear mRNA splicing, via spliceosome"	-0.0472678129140787	1	255	167	2
"GO:0043687~post-translational protein modification"	-0.0472678129140787	1	255	167	2
"GO:0000216~M/G1 transition of mitotic cell cycle"	-0.0479093869089461	1	255	84	1
"GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway"	-0.0491698911106268	1	255	85	1
"GO:0006457~protein folding"	-0.0497890861570665	1	255	171	2
"GO:0006915~apoptotic process"	-0.0499427550007084	1	255	685	8
"GO:0018279~protein N-linked glycosylation via asparagine"	-0.0504010812611057	1	255	86	1
"GO:0007601~visual perception"	-0.052779516779076	1	255	176	2
"GO:0006396~RNA processing"	-0.0539286485461854	1	255	89	1
"GO:0007218~neuropeptide signaling pathway"	-0.0550522440518033	1	255	90	1
"GO:0006814~sodium ion transport"	-0.0572261570952817	1	255	92	1
"GO:0007268~synaptic transmission"	-0.0590522440518034	1	255	375	4
"GO:0016044~cellular membrane organization"	-0.0593075632007395	1	255	94	1
"GO:0006811~ion transport"	-0.059981821516592	1	255	284	3
"GO:0006928~cellular component movement"	-0.0603154019465401	1	255	95	1
"GO:0019221~cytokine-mediated signaling pathway"	-0.0606466496462089	1	255	286	3
"GO:0006810~transport"	-0.0611392005735424	1	255	575	6
"GO:0001764~neuron migration"	-0.0622687388971641	1	255	97	1
"GO:0006351~transcription, DNA-dependent"	-0.0632155093579257	1	255	1470	15
"GO:0006952~defense response"	-0.0659433331607142	1	255	101	1
"GO:0030168~platelet activation"	-0.0668169499341561	1	255	204	2
"GO:0044419~interspecies interaction between organisms"	-0.0668169499341561	1	255	306	3
"GO:0007204~elevation of cytosolic calcium ion concentration"	-0.0685137825133417	1	255	104	1
"GO:0031295~T cell costimulation"	-0.0685137825133417	1	255	104	1
"GO:0001934~positive regulation of protein phosphorylation"	-0.0693379583375175	1	255	105	1
"GO:0030198~extracellular matrix organization"	-0.0693379583375175	1	255	105	1
"GO:0007275~multicellular organismal development"	-0.0701465836744447	1	255	530	5
"GO:0002479~antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	-0.0701465836744447	1	255	106	1
"GO:0007186~G-protein coupled receptor signaling pathway"	-0.0706442721877939	1	255	853	8
"GO:0007411~axon guidance"	-0.0706772440518033	1	255	320	3
"GO:0007399~nervous system development"	-0.0706772440518033	1	255	320	3
"GO:0043065~positive regulation of apoptotic process"	-0.0717189107184699	1	255	216	2
"GO:0045893~positive regulation of transcription, DNA-dependent"	-0.0720264137935008	1	255	542	5
